monitoringlocationidentifier,monitoringlocationname,latitudemeasure,longitudemeasure,activitystartdate,characteristicname,result_value,units,mcl_value,mcl_units,result_mg_l,exceedance_flag,is_proxy_unit
GLEC-10065,Colorado River,34.71448,-114.47841,12/11/2023,Copper,0.00077,mg/L,1.3,mg/l,0.00077,0,
21NEV1_WQX-T1,Truckee River @ Farad,39.42257,-120.033882,27/04/2023,Copper,1,ug/L,1.3,mg/l,0.001,0,
SOBOBA_WQX-IC2,Indian Creek 2nd Crossing,33.46397,-116.5096,12/10/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
21NEV1_WQX-T1,Truckee River @ Farad,39.42257,-120.033882,27/04/2023,Copper,1,ug/L,1.3,mg/l,0.001,0,
SYCEO_WQX-ZDC-3,Zanja de Cota Creek Mid-point,34.6066167,-120.0898667,05/01/2023,Copper,14,ug/L,1.3,mg/l,0.014,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,27/03/2023,Copper,2.1,ug/L,1.3,mg/l,0.0021,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,26/04/2023,Copper,10,ug/L,1.3,mg/l,0.01,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,01/11/2023,Copper,0.5,ug/L,1.3,mg/l,0.0005,0,
MORONGO1_WQX-H000,Hathaway 000,33.96822,-116.863,18/04/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
21NEV1_WQX-W5,West Fork Walker River @ Topaz Lane,38.6106415,-119.5175018,15/05/2023,Copper,1,ug/L,1.3,mg/l,0.001,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,23/01/2023,Copper,1,ug/L,1.3,mg/l,0.001,0,
MORONGO1_WQX-M003,Millard 003,33.96146,-116.8,19/04/2023,Copper,99,ug/L,1.3,mg/l,0.099,0,
BVR-BVRST01,BVRST01,38.27726944,-120.9113556,13/12/2023,Copper,0.01,mg/L,1.3,mg/l,0.01,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,24/04/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,29/06/2023,Copper,0.02,mg/L,1.3,mg/l,0.02,0,
MORONGO1_WQX-BC1,Bear Canyon Creek,33.96819,-116.8631,13/12/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
SANPASQUAL-SW-03,Lower Woods Valley Creek,33.20488,-116.9888,17/01/2023,Copper,0,ug/L,1.3,mg/l,0,0,
SIR_WQX-SW-WBC-LR2,West Barry Creek LR2,40.429,-120.656,27/09/2023,Copper,0.02,mg/L,1.3,mg/l,0.02,0,
GLEC-10124,Colorado River,33.25861,-114.67224,11/11/2023,Copper,0.000165,mg/L,1.3,mg/l,0.000165,0,
BVR-BVRST01,BVRST01,38.27726944,-120.9113556,06/09/2023,Copper,0.01,mg/L,1.3,mg/l,0.01,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,13/02/2023,Copper,2,ug/L,1.3,mg/l,0.002,0,
BVR-BVRST02,BVRST02,38.27315833,-120.9096444,13/12/2023,Copper,0.01,mg/L,1.3,mg/l,0.01,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,18/01/2023,Copper,0.001,mg/L,1.3,mg/l,0.001,0,
MORONGO1_WQX-H000,Hathaway 000,33.96822,-116.863,13/12/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,29/12/2023,Copper,0.02,mg/L,1.3,mg/l,0.02,0,
MORONGO1_WQX-LMO,Lake Morongo Out,33.99055,-116.8423,19/04/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
MORONGO1_WQX-WC1,Wood Canyon,34.0143,-116.8205,18/04/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
21NEV1_WQX-T1,Truckee River @ Farad,39.42257,-120.033882,25/01/2023,Copper,2,ug/L,1.3,mg/l,0.002,0,
MORONGO1_WQX-M001,Millard 001,33.97742,-116.7972,19/04/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
PPNPROGRAM-SS7,Pond #1,39.55,-123.4384,12/01/2023,Copper,0.025,mg/L,1.3,mg/l,0.025,0,
GLEC-10065,Colorado River,34.71448,-114.47841,21/09/2023,Copper,0.00074,mg/L,1.3,mg/l,0.00074,0,
SOBOBA_WQX-IC2,Indian Creek 2nd Crossing,33.46397,-116.5096,16/11/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,16/08/2023,Copper,1,ug/L,1.3,mg/l,0.001,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,27/03/2023,Copper,1,ug/L,1.3,mg/l,0.001,0,
BVR-BVRST02,BVRST02,38.27315833,-120.9096444,15/03/2023,Copper,0.01,mg/L,1.3,mg/l,0.01,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,01/11/2023,Copper,1,ug/L,1.3,mg/l,0.001,0,
SYCEO_WQX-ZDC-5,Zanja de Cota Creek West Fork Upstream,34.6096333,-120.0870333,05/01/2023,Copper,14.5,ug/L,1.3,mg/l,0.0145,0,
GLEC-10124,Colorado River,33.25861,-114.67224,14/09/2023,Copper,0.00089,mg/L,1.3,mg/l,0.00089,0,
GLEC-10065,Colorado River,34.71448,-114.47841,21/09/2023,Copper,0.00068,mg/L,1.3,mg/l,0.00068,0,
21NEV1_WQX-W5,West Fork Walker River @ Topaz Lane,38.6106415,-119.5175018,15/05/2023,Copper,12,ug/L,1.3,mg/l,0.012,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,23/01/2023,Copper,1,ug/L,1.3,mg/l,0.001,0,
SYCEO_WQX-ZDC-7,Zanja de Cota Creek Downstream,34.5934167,-120.0937167,05/01/2023,Copper,12.7,ug/L,1.3,mg/l,0.0127,0,
PPNPROGRAM-SS8,Pond #2,39.55,-123.4384,18/01/2023,Copper,0.05,mg/L,1.3,mg/l,0.05,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,27/09/2023,Copper,0.02,mg/L,1.3,mg/l,0.02,0,
PPNPROGRAM-SS9,Orr Springs Bridge,39.180632,-123.23418,23/10/2023,Copper,0.05,mg/L,1.3,mg/l,0.05,0,
21NEV1_WQX-EFS,East Fork Walker River @ Stateline,38.3835297,-119.1857986,15/05/2023,Copper,5.2,ug/L,1.3,mg/l,0.0052,0,
MORONGO1_WQX-M001,Millard 001,33.97742,-116.7972,14/12/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
SIR_WQX-SW-WBC-LR1,West Barry Creek LR1,40.431,-120.656,29/09/2023,Copper,0.02,mg/L,1.3,mg/l,0.02,0,
MORONGO1_WQX-WC1,Wood Canyon,34.0143,-116.8205,13/12/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,18/10/2023,Copper,0.001,mg/L,1.3,mg/l,0.001,0,
MIDDLETOWNUPCW_WQX-SW-61,Upstream St Helena,38.73226,-122.61851,12/04/2023,Copper,0.001,mg/L,1.3,mg/l,0.001,0,
MIDDLETOWNUPCW_WQX-SW-12,Rancheria Middle,38.72908,-122.62382,28/06/2023,Copper,0.001,mg/L,1.3,mg/l,0.001,0,
TEPA29-SW-3,Surface Water Site # 3,33.715208,-116.192261,23/05/2023,Copper,0.005,mg/L,1.3,mg/l,0.005,0,
MORONGO1_WQX-HW1,Hathaway West,33.97447,-116.8608,18/04/2023,Copper,5,ug/L,1.3,mg/l,0.005,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Uranium,0.034,ug/L,30,ug/l,0.000034,0,
USGS-11147070,SANTA RITA C NR TEMPLETON CA,35.5238612,-120.7660077,02/03/2023,Uranium,0.399,ug/L,30,ug/l,0.000399,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,22/03/2023,Uranium,0.044,ug/L,30,ug/l,0.000044,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Uranium,0.064,ug/L,30,ug/l,0.000064,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,22/03/2023,Uranium,0.056,ug/L,30,ug/l,0.000056,0,
USGS-354052120562301,LAS TABLAS C NR LAKE NACIMIENTO CA,35.68117778,-120.9398556,01/03/2023,Uranium,1.91,ug/L,30,ug/l,0.00191,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Uranium,0.081,ug/L,30,ug/l,0.000081,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Uranium,0.041,ug/L,30,ug/l,0.000041,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Uranium,0.042,ug/L,30,ug/l,0.000042,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Uranium,0.132,ug/L,30,ug/l,0.000132,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Uranium,0.041,ug/L,30,ug/l,0.000041,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Uranium,0.12,ug/L,30,ug/l,0.00012,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,25/01/2023,Uranium,0.157,ug/L,30,ug/l,0.000157,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,09/01/2023,Uranium,0.042,ug/L,30,ug/l,0.000042,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Uranium,0.04,ug/L,30,ug/l,0.00004,0,
USGS-11147098,PASO ROBLES C A GARCIA RD NR TEMPLETON CA,35.52613889,-120.7138583,22/02/2023,Uranium,5.48,ug/L,30,ug/l,0.00548,0,
OVIWC-LP-SS-2,LP-SS-2 LPPSR Irrigation Intake,36.59634,-118.006635,07/06/2023,Uranium,0.004,mg/L,30,ug/l,0.004,0,
OVIWC-LP-SS-3,LP-SS-3 LA Aqueduct Diversion,36.60029,-118.07224,07/06/2023,Uranium,0.004,mg/L,30,ug/l,0.004,0,
OVIWC-LP-SS-5,LP-SS-5 SAR Downstream,36.59391,-118.06009,07/06/2023,Uranium,0.005,mg/L,30,ug/l,0.005,0,
OVIWC-LP-SS-4,LP-SS-4 SAR Upstream,36.59682,-118.06322,07/06/2023,Uranium,0.006,mg/L,30,ug/l,0.006,0,
OVIWC-LP-SS-1,LP-SS-1 Lone Pine Creek - Sandtrap Diversion,36.59846,-118.07673,07/06/2023,Uranium,0.005,mg/L,30,ug/l,0.005,0,
SYCEO_WQX-ZDC-8,Zanja de Cota Creek East Fork Upstream,34.60745,-120.0887167,05/01/2023,Fluoride,0.095,mg/L,4,mg/l,0.095,0,
GLEC-10124,Colorado River,33.25861,-114.67224,11/11/2023,Fluoride,0.35,mg/L,4,mg/l,0.35,0,
OVIWC-LP-SS-5,LP-SS-5 SAR Downstream,36.59391,-118.06009,07/06/2023,Fluoride,0.2,mg/L,4,mg/l,0.2,0,
USGS-10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,34.33889196,-117.2578213,26/10/2023,Fluoride,0.11,mg/l,4,mg/l,0.11,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,30/10/2023,Fluoride,0.45,mg/l,4,mg/l,0.45,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,17/10/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,04/12/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-10260500,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,26/10/2023,Fluoride,1.57,mg/l,4,mg/l,1.57,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,18/10/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,21/11/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,18/10/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,13/11/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,23/10/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,31/10/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.3206018,24/10/2023,Fluoride,0.45,mg/l,4,mg/l,0.45,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,10/10/2023,Fluoride,0.49,mg/l,4,mg/l,0.49,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,17/10/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-09429100,"COLORADO RIVER BELOW PALO VERDE DAM, AZ-CA",33.71946626,-114.4980105,14/11/2023,Fluoride,0.42,mg/l,4,mg/l,0.42,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,08/11/2023,Fluoride,0.44,mg/l,4,mg/l,0.44,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,14/11/2023,Fluoride,0.09,mg/l,4,mg/l,0.09,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,31/10/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,06/09/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,06/09/2023,Fluoride,0.27,mg/l,4,mg/l,0.27,0,
USGS-10260500,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,03/08/2023,Fluoride,1.52,mg/l,4,mg/l,1.52,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,18/07/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,06/07/2023,Fluoride,0.42,mg/l,4,mg/l,0.42,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,13/07/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,20/09/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,08/08/2023,Fluoride,0.38,mg/l,4,mg/l,0.38,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,18/09/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,08/08/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,08/08/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,34.33889196,-117.2578213,23/08/2023,Fluoride,0.08,mg/l,4,mg/l,0.08,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,18/09/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,09/08/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,05/09/2023,Fluoride,0.38,mg/l,4,mg/l,0.38,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,05/09/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,12/07/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,11/07/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,28/08/2023,Fluoride,0.4,mg/l,4,mg/l,0.4,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,26/07/2023,Fluoride,0.57,mg/l,4,mg/l,0.57,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,27/07/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.3206018,03/08/2023,Fluoride,0.45,mg/l,4,mg/l,0.45,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,13/06/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,15/05/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,34.33889196,-117.2578213,27/04/2023,Fluoride,0.11,mg/l,4,mg/l,0.11,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,18/05/2023,Fluoride,0.32,mg/l,4,mg/l,0.32,0,
USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.3206018,29/06/2023,Fluoride,0.19,mg/l,4,mg/l,0.19,0,
USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,36.61166667,-118.7016667,19/04/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,11/04/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,12/06/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-09427520,"COLORADO RIVER BELOW PARKER DAM, AZ-CA",34.29557035,-114.140225,24/05/2023,Fluoride,0.36,mg/l,4,mg/l,0.36,0,
USGS-09427520,"COLORADO RIVER BELOW PARKER DAM, AZ-CA",34.29557035,-114.140225,24/05/2023,Fluoride,0.42,mg/l,4,mg/l,0.42,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,26/06/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,27/06/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-10260500,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,27/04/2023,Fluoride,0.15,mg/l,4,mg/l,0.15,0,
USGS-10260500,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,20/06/2023,Fluoride,0.58,mg/l,4,mg/l,0.58,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,23/05/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,26/06/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,20/04/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,19/04/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,34.33889196,-117.2578213,13/06/2023,Fluoride,0.08,mg/l,4,mg/l,0.08,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,17/05/2023,Fluoride,0.36,mg/l,4,mg/l,0.36,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,28/06/2023,Fluoride,0.57,mg/l,4,mg/l,0.57,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,08/06/2023,Fluoride,0.41,mg/l,4,mg/l,0.41,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,10/05/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,05/04/2023,Fluoride,0.39,mg/l,4,mg/l,0.39,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,09/05/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,31/05/2023,Fluoride,0.35,mg/l,4,mg/l,0.35,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,09/05/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,30/05/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.3206018,13/04/2023,Fluoride,0.18,mg/l,4,mg/l,0.18,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,16/06/2023,Fluoride,0.44,mg/l,4,mg/l,0.44,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,12/06/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,18/04/2023,Fluoride,0.02,mg/l,4,mg/l,0.02,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,11/04/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,19/04/2023,Fluoride,0.34,mg/l,4,mg/l,0.34,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,04/05/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,37.73131496,-119.5590514,04/04/2023,Fluoride,0.03,mg/l,4,mg/l,0.03,0,
USGS-11074000,SANTA ANA R BL PRADO DAM CA,33.88334875,-117.6453296,27/04/2023,Fluoride,0.33,mg/l,4,mg/l,0.33,0,
USGS-10257720,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,33.84385,-116.6058083,20/03/2023,Fluoride,0.07,mg/l,4,mg/l,0.07,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,19/01/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11447650,SACRAMENTO R A FREEPORT CA,38.45566389,-121.5016167,15/02/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,17/01/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,10/01/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,37.6760406,-121.2663293,14/02/2023,Fluoride,0.07,mg/l,4,mg/l,0.07,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,18/01/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,10/01/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-10343500,SAGEHEN C NR TRUCKEE CA,39.43157246,-120.2379793,07/02/2023,Fluoride,0.01,mg/l,4,mg/l,0.01,0,
USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.3206018,21/02/2023,Fluoride,0.46,mg/l,4,mg/l,0.46,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,02/03/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,28/03/2023,Fluoride,0.05,mg/l,4,mg/l,0.05,0,
USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,34.57304916,-117.3206018,11/01/2023,Fluoride,0.18,mg/l,4,mg/l,0.18,0,
USGS-11147070,SANTA RITA C NR TEMPLETON CA,35.5238612,-120.7660077,02/03/2023,Fluoride,0.13,mg/l,4,mg/l,0.13,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,22/03/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,34.33889196,-117.2578213,22/02/2023,Fluoride,0.21,mg/l,4,mg/l,0.21,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,14/03/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,21/03/2023,Fluoride,0.06,mg/l,4,mg/l,0.06,0,
USGS-09429490,"COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA",32.8849361,-114.468111,18/01/2023,Fluoride,0.37,mg/l,4,mg/l,0.37,0,
USGS-11453590,POPE C A WALTER SPRINGS CA,38.6469722,-122.365825,04/01/2023,Fluoride,0.04,mg/l,4,mg/l,0.04,0,
USGS-10260500,DEEP C NR HESPERIA CA,34.34305858,-117.2264316,08/02/2023,Fluoride,0.46,mg/l,4,mg/l,0.46,0,
USGS-11173200,ARROYO HONDO NR SAN JOSE CA,37.46160337,-121.769397,22/03/2023,Fluoride,0.08,mg/l,4,mg/l,0.08,0,
